CSA,indicator,indicator_category,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2006 - 2010
Forest Park/Walbrook,phispXX,Census Demographics,0.83,,,,,,,,,,1.2691643821707788,
Glen-Falstaff,phispXX,Census Demographics,2.62,,,,,,,,,,5.732868445755666,
Greater Charles Village/Barclay,phispXX,Census Demographics,2.88,,,,,,,,,,4.789213592825331,
Greater Govans,phispXX,Census Demographics,0.79,,,,,,,,,,1.3481883718752925,
Greater Mondawmin,phispXX,Census Demographics,0.66,,,,,,,,,,0.9225488092683973,
Greater Roland Park/Poplar Hill,phispXX,Census Demographics,1.54,,,,,,,,,,2.575572726040396,
Greater Rosemont,phispXX,Census Demographics,0.58,,,,,,,,,,0.965782231683888,
Greenmount East,phispXX,Census Demographics,0.51,,,,,,,,,,0.9286412512218964,
Hamilton,phispXX,Census Demographics,1.54,,,,,,,,,,2.2611905860636825,
Harbor East/Little Italy,phispXX,Census Demographics,,,,,,,,,,,6.787497688181985,
Harford/Echodale,phispXX,Census Demographics,1.29,,,,,,,,,,3.44438505849516,
Highlandtown,phispXX,Census Demographics,5.19,,,,,,,,,,19.26896551724138,
Howard Park/West Arlington,phispXX,Census Demographics,0.65,,,,,,,,,,1.5819001195622184,
Inner Harbor/Federal Hill,phispXX,Census Demographics,1.7399999999999998,,,,,,,,,,3.166083236094905,
Jonestown/Oldtown,phispXX,Census Demographics,1.56,,,,,,,,,,,
Lauraville,phispXX,Census Demographics,1.86,,,,,,,,,,2.2814307830196365,
Loch Raven,phispXX,Census Demographics,1.12,,,,,,,,,,1.815688067402521,
Madison/East End,phispXX,Census Demographics,1.37,,,,,,,,,,4.009767382084565,
Medfield/Hampden/Woodberry,phispXX,Census Demographics,1.79,,,,,,,,,,3.554175293305728,
Midtown*,phispXX,Census Demographics,2.76,,,,,,,,,,3.894806924101198,
Midway/Coldstream,phispXX,Census Demographics,0.5,,,,,,,,,,1.0806317539484622,
Morrell Park/Violetville,phispXX,Census Demographics,1.32,,,,,,,,,,4.272646140116019,
Mt. Washington/Coldspring,phispXX,Census Demographics,1.7500000000000002,,,,,,,,,,2.5348297213622293,
North Baltimore/Guilford/Homeland,phispXX,Census Demographics,2.15,,,,,,,,,,3.3268437929454877,
Northwood,phispXX,Census Demographics,0.8500000000000001,,,,,,,,,,1.6703719281379557,
Oldtown/Middle East,phispXX,Census Demographics,,,,,,,,,,,1.7363536573196288,
Orangeville/East Highlandtown,phispXX,Census Demographics,3.72,,,,,,,,,,30.347168984777134,
Patterson Park North & East,phispXX,Census Demographics,6.58,,,,,,,,,,21.0804866313836,
Penn North/Reservoir Hill,phispXX,Census Demographics,0.72,,,,,,,,,,1.4894497310715764,
Perkins/Middle East,phispXX,Census Demographics,0.8,,,,,,,,,,,
Pimlico/Arlington/Hilltop,phispXX,Census Demographics,0.62,,,,,,,,,,1.1086662153012863,
Poppleton/The Terraces/Hollins Market,phispXX,Census Demographics,0.69,,,,,,,,,,1.6712544239087694,
Sandtown-Winchester/Harlem Park,phispXX,Census Demographics,0.7,,,,,,,,,,0.7317400644468314,
South Baltimore,phispXX,Census Demographics,1.38,,,,,,,,,,2.5913206369029034,
Southeastern,phispXX,Census Demographics,3.9900000000000007,,,,,,,,,,19.920127795527158,
Southern Park Heights,phispXX,Census Demographics,0.58,,,,,,,,,,0.9409816320385426,
Southwest Baltimore,phispXX,Census Demographics,1.21,,,,,,,,,,3.639921722113503,
The Waverlies,phispXX,Census Demographics,1.51,,,,,,,,,,2.4377660260544305,
Upton/Druid Heights*,phispXX,Census Demographics,0.62,,,,,,,,,,1.3730419648037129,
Washington Village,phispXX,Census Demographics,1.12,,,,,,,,,,3.4344902780301654,
Westport/Mt. Winans/Lakeland,phispXX,Census Demographics,1.87,,,,,,,,,,13.063632532659081,
Baltimore City,phispXX,Census Demographics,1.7000000000000002,,,,,,,,,,4.180616818125453,
Allendale/Irvington/S. Hilton,pasiXX,Census Demographics,0.4099999999999999,,,,,,,,,,0.4624776469137325,
Beechfield/Ten Hills/West Hills,pasiXX,Census Demographics,0.97,,,,,,,,,,0.8480104370515329,
Belair-Edison,pasiXX,Census Demographics,1.18,,,,,,,,,,0.5282498851630685,
Brooklyn/Curtis Bay/Hawkins Point,pasiXX,Census Demographics,1.66,,,,,,,,,,1.7763111703994943,
Canton,pasiXX,Census Demographics,1.3,,,,,,,,,,3.3950617283950617,
Cedonia/Frankford,pasiXX,Census Demographics,0.69,,,,,,,,,,2.2668421276053827,
Cherry Hill,pasiXX,Census Demographics,0.29,,,,,,,,,,0.243842965130456,
Chinquapin Park/Belvedere,pasiXX,Census Demographics,1.14,,,,,,,,,,1.7276946879834967,
Claremont/Armistead,pasiXX,Census Demographics,0.43,,,,,,,,,,0.5467136435427045,
Clifton-Berea,pasiXX,Census Demographics,0.09,,,,,,,,,,0.26331780433461616,
Cross-Country/Cheswolde,pasiXX,Census Demographics,1.6399999999999997,,,,,,,,,,3.6903483197790394,
Dickeyville/Franklintown,pasiXX,Census Demographics,0.14,,,,,,,,,,0.4633016337478664,
Dorchester/Ashburton,pasiXX,Census Demographics,0.11,,,,,,,,,,0.30544714067537754,
Downtown/Seton Hill,pasiXX,Census Demographics,7.76,,,,,,,,,,16.040955631399317,
Edmondson Village,pasiXX,Census Demographics,0.22,,,,,,,,,,0.0759493670886076,
Fells Point,pasiXX,Census Demographics,2.1,,,,,,,,,,4.602279013165173,
Forest Park/Walbrook,pasiXX,Census Demographics,0.22,,,,,,,,,,0.14214641080312723,
Glen-Falstaff,pasiXX,Census Demographics,0.84,,,,,,,,,,1.408072951589111,
Greater Charles Village/Barclay,pasiXX,Census Demographics,11.41,,,,,,,,,,13.495210786407174,
Greater Govans,pasiXX,Census Demographics,0.51,,,,,,,,,,0.49620822020410077,
Greater Mondawmin,pasiXX,Census Demographics,0.31,,,,,,,,,,0.1930916112422227,
Greater Roland Park/Poplar Hill,pasiXX,Census Demographics,3.2199999999999998,,,,,,,,,,9.841398942659618,
Greater Rosemont,pasiXX,Census Demographics,0.21,,,,,,,,,,0.1817332156394413,
Greenmount East,pasiXX,Census Demographics,0.28,,,,,,,,,,0.2321603128054741,
Hamilton,pasiXX,Census Demographics,1.55,,,,,,,,,,1.222888786340563,
Harbor East/Little Italy,pasiXX,Census Demographics,,,,,,,,,,,4.6236360273719255,
Harford/Echodale,pasiXX,Census Demographics,0.9399999999999998,,,,,,,,,,0.9798681631925886,
Highlandtown,pasiXX,Census Demographics,0.77,,,,,,,,,,2.593103448275862,
Howard Park/West Arlington,pasiXX,Census Demographics,0.26,,,,,,,,,,0.3127011864250897,
Inner Harbor/Federal Hill,pasiXX,Census Demographics,2.32,,,,,,,,,,3.8895371450797356,
Jonestown/Oldtown,pasiXX,Census Demographics,1.63,,,,,,,,,,,
Lauraville,pasiXX,Census Demographics,1.03,,,,,,,,,,0.9859040169477716,
Loch Raven,pasiXX,Census Demographics,1.49,,,,,,,,,,1.3323754163673176,
Madison/East End,pasiXX,Census Demographics,0.78,,,,,,,,,,0.8610718416655956,
Medfield/Hampden/Woodberry,pasiXX,Census Demographics,3.02,,,,,,,,,,5.055210489993098,
Midtown*,pasiXX,Census Demographics,5.76,,,,,,,,,,7.829560585885487,
Midway/Coldstream,pasiXX,Census Demographics,0.54,,,,,,,,,,0.4987531172069825,
Morrell Park/Violetville,pasiXX,Census Demographics,1.39,,,,,,,,,,2.420794288264168,
Mt. Washington/Coldspring,pasiXX,Census Demographics,2.69,,,,,,,,,,3.96671826625387,
North Baltimore/Guilford/Homeland,pasiXX,Census Demographics,4.57,,,,,,,,,,7.541227668346312,
Northwood,pasiXX,Census Demographics,0.48,,,,,,,,,,0.6248873400228324,
Oldtown/Middle East,pasiXX,Census Demographics,,,,,,,,,,,2.045704021554735,
Orangeville/East Highlandtown,pasiXX,Census Demographics,2.34,,,,,,,,,,3.0883802431278062,
Patterson Park North & East,pasiXX,Census Demographics,1.27,,,,,,,,,,1.9863908172382982,
Penn North/Reservoir Hill,pasiXX,Census Demographics,0.36,,,,,,,,,,0.26892842366570124,
Perkins/Middle East,pasiXX,Census Demographics,1.6399999999999997,,,,,,,,,,,
Pimlico/Arlington/Hilltop,pasiXX,Census Demographics,0.19,,,,,,,,,,0.2200406228842248,
Poppleton/The Terraces/Hollins Market,pasiXX,Census Demographics,1.53,,,,,,,,,,0.9634290208415257,
Sandtown-Winchester/Harlem Park,pasiXX,Census Demographics,0.27,,,,,,,,,,0.322234156820623,
South Baltimore,pasiXX,Census Demographics,0.78,,,,,,,,,,2.6693724633156415,
Southeastern,pasiXX,Census Demographics,1.2,,,,,,,,,,1.900958466453674,
Southern Park Heights,pasiXX,Census Demographics,0.25,,,,,,,,,,0.2183077386329419,
Southwest Baltimore,pasiXX,Census Demographics,1.12,,,,,,,,,,1.1741682974559686,
The Waverlies,pasiXX,Census Demographics,1.55,,,,,,,,,,1.5348897201083451,
Upton/Druid Heights*,pasiXX,Census Demographics,0.59,,,,,,,,,,0.5801585766776253,
Washington Village,pasiXX,Census Demographics,4.53,,,,,,,,,,5.324368526258405,
Westport/Mt. Winans/Lakeland,pasiXX,Census Demographics,0.98,,,,,,,,,,2.008709088355106,
Baltimore City,pasiXX,Census Demographics,1.51,,,,,,,,,,2.3428202415288557,
Allendale/Irvington/S. Hilton,ppacisXX,Census Demographics,0.03,,,,,,,,,,0.0184991058765493,
Beechfield/Ten Hills/West Hills,ppacisXX,Census Demographics,0.05,,,,,,,,,,0.07338551859099804,
Belair-Edison,ppacisXX,Census Demographics,0.0,,,,,,,,,,0.0,
Brooklyn/Curtis Bay/Hawkins Point,ppacisXX,Census Demographics,0.05,,,,,,,,,,0.014041985536754897,
Canton,ppacisXX,Census Demographics,0.04,,,,,,,,,,0.07407407407407407,
Cedonia/Frankford,ppacisXX,Census Demographics,0.05,,,,,,,,,,0.012735068132614508,
Cherry Hill,ppacisXX,Census Demographics,0.0,,,,,,,,,,0.0121921482565228,
Chinquapin Park/Belvedere,ppacisXX,Census Demographics,0.01,,,,,,,,,,0.12893243940175347,
Claremont/Armistead,ppacisXX,Census Demographics,0.08,,,,,,,,,,0.12149192078726764,
Clifton-Berea,ppacisXX,Census Demographics,0.01,,,,,,,,,,0.0,
Cross-Country/Cheswolde,ppacisXX,Census Demographics,0.02,,,,,,,,,,0.08439466011968697,
Dickeyville/Franklintown,ppacisXX,Census Demographics,0.02,,,,,,,,,,0.0,
Dorchester/Ashburton,ppacisXX,Census Demographics,0.05,,,,,,,,,,0.016969285593076533,
Downtown/Seton Hill,ppacisXX,Census Demographics,0.04,,,,,,,,,,0.09308098045299411,
Edmondson Village,ppacisXX,Census Demographics,0.01,,,,,,,,,,0.05063291139240507,
Fells Point,ppacisXX,Census Demographics,0.04,,,,,,,,,,0.07744219493306781,
Forest Park/Walbrook,ppacisXX,Census Demographics,0.01,,,,,,,,,,0.01015331505736623,
Glen-Falstaff,ppacisXX,Census Demographics,0.03,,,,,,,,,,0.22126860667828885,
Greater Charles Village/Barclay,ppacisXX,Census Demographics,0.05,,,,,,,,,,0.0976145445671405,
Greater Govans,ppacisXX,Census Demographics,0.01,,,,,,,,,,0.02808725774740193,
Greater Mondawmin,ppacisXX,Census Demographics,0.01,,,,,,,,,,0.03218193520703712,
Greater Roland Park/Poplar Hill,ppacisXX,Census Demographics,0.01,,,,,,,,,,0.027111291853056795,
Greater Rosemont,ppacisXX,Census Demographics,0.02,,,,,,,,,,0.02076951035879329,
Greenmount East,ppacisXX,Census Demographics,0.03,,,,,,,,,,0.036656891495601175,
Hamilton,ppacisXX,Census Demographics,0.02,,,,,,,,,,0.046146746654360866,
Harbor East/Little Italy,ppacisXX,Census Demographics,,,,,,,,,,,0.0,
Harford/Echodale,ppacisXX,Census Demographics,0.01,,,,,,,,,,0.017815784785319793,
Highlandtown,ppacisXX,Census Demographics,0.03,,,,,,,,,,0.2206896551724138,
Howard Park/West Arlington,ppacisXX,Census Demographics,0.0,,,,,,,,,,0.0,
Inner Harbor/Federal Hill,ppacisXX,Census Demographics,0.04,,,,,,,,,,0.0544535200311163,
Jonestown/Oldtown,ppacisXX,Census Demographics,0.01,,,,,,,,,,,
Lauraville,ppacisXX,Census Demographics,0.03,,,,,,,,,,0.016295934164425978,
Loch Raven,ppacisXX,Census Demographics,0.01,,,,,,,,,,0.03265626020508131,
Madison/East End,ppacisXX,Census Demographics,0.0,,,,,,,,,,0.0,
Medfield/Hampden/Woodberry,ppacisXX,Census Demographics,0.05,,,,,,,,,,0.01725327812284334,
Midtown*,ppacisXX,Census Demographics,0.05,,,,,,,,,,0.033288948069241014,
Midway/Coldstream,ppacisXX,Census Demographics,0.01,,,,,,,,,,0.0,
Morrell Park/Violetville,ppacisXX,Census Demographics,0.01,,,,,,,,,,0.16733601070950468,
Mt. Washington/Coldspring,ppacisXX,Census Demographics,0.0,,,,,,,,,,0.05804953560371517,
North Baltimore/Guilford/Homeland,ppacisXX,Census Demographics,0.12,,,,,,,,,,0.028630325240494733,
Northwood,ppacisXX,Census Demographics,0.02,,,,,,,,,,0.018025596346812472,
Oldtown/Middle East,ppacisXX,Census Demographics,,,,,,,,,,,0.039916176030336294,
Orangeville/East Highlandtown,ppacisXX,Census Demographics,0.03,,,,,,,,,,0.15332384185740883,
Patterson Park North & East,ppacisXX,Census Demographics,0.02,,,,,,,,,,0.10309986940683208,
Penn North/Reservoir Hill,ppacisXX,Census Demographics,0.04,,,,,,,,,,0.0,
Perkins/Middle East,ppacisXX,Census Demographics,0.0,,,,,,,,,,,
Pimlico/Arlington/Hilltop,ppacisXX,Census Demographics,0.01,,,,,,,,,,0.0,
Poppleton/The Terraces/Hollins Market,ppacisXX,Census Demographics,0.0,,,,,,,,,,0.019661816751867872,
Sandtown-Winchester/Harlem Park,ppacisXX,Census Demographics,0.02,,,,,,,,,,0.0,
South Baltimore,ppacisXX,Census Demographics,0.07,,,,,,,,,,0.031220730565095226,
Southeastern,ppacisXX,Census Demographics,0.0,,,,,,,,,,0.12779552715654952,
Southern Park Heights,ppacisXX,Census Demographics,0.03,,,,,,,,,,0.015055706112616682,
Southwest Baltimore,ppacisXX,Census Demographics,0.06,,,,,,,,,,0.022365110427732735,
The Waverlies,ppacisXX,Census Demographics,0.06,,,,,,,,,,0.012898232942086934,
Upton/Druid Heights*,ppacisXX,Census Demographics,0.05,,,,,,,,,,0.04834654805646877,
Washington Village,ppacisXX,Census Demographics,0.04,,,,,,,,,,0.018171906232963837,
Westport/Mt. Winans/Lakeland,ppacisXX,Census Demographics,0.01,,,,,,,,,,0.04214075010535188,
Baltimore City,ppacisXX,Census Demographics,0.03,,,,,,,,,,0.04412515439778021,
Allendale/Irvington/S. Hilton,pnaXX,Census Demographics,0.22,,,,,,,,,,0.3514830116544367,
Beechfield/Ten Hills/West Hills,pnaXX,Census Demographics,0.16,,,,,,,,,,0.18754076973255054,
Belair-Edison,pnaXX,Census Demographics,0.1,,,,,,,,,,0.21244832338079928,
Brooklyn/Curtis Bay/Hawkins Point,pnaXX,Census Demographics,0.73,,,,,,,,,,0.5757214070069507,
Canton,pnaXX,Census Demographics,0.68,,,,,,,,,,0.17283950617283952,
Cedonia/Frankford,pnaXX,Census Demographics,0.2,,,,,,,,,,0.3141316806044912,
Cherry Hill,pnaXX,Census Demographics,0.16,,,,,,,,,,0.1950743721043648,
Chinquapin Park/Belvedere,pnaXX,Census Demographics,0.1,,,,,,,,,,0.3739040742650851,
Claremont/Armistead,pnaXX,Census Demographics,0.39,,,,,,,,,,0.9719353662981411,
Clifton-Berea,pnaXX,Census Demographics,0.14,,,,,,,,,,0.25319019647559243,
Cross-Country/Cheswolde,pnaXX,Census Demographics,0.03,,,,,,,,,,0.09206690194874942,
Dickeyville/Franklintown,pnaXX,Census Demographics,0.39,,,,,,,,,,0.2682272616435016,
Dorchester/Ashburton,pnaXX,Census Demographics,0.22999999999999998,,,,,,,,,,0.26302392669268626,
Downtown/Seton Hill,pnaXX,Census Demographics,0.4,,,,,,,,,,0.31026993484331367,
Edmondson Village,pnaXX,Census Demographics,0.11,,,,,,,,,,0.37974683544303794,
Fells Point,pnaXX,Census Demographics,1.09,,,,,,,,,,0.5089058524173028,
Forest Park/Walbrook,pnaXX,Census Demographics,0.28,,,,,,,,,,0.25383287643415575,
Glen-Falstaff,pnaXX,Census Demographics,0.11,,,,,,,,,,0.35537079254391846,
Greater Charles Village/Barclay,pnaXX,Census Demographics,0.19,,,,,,,,,,0.31114636080776037,
Greater Govans,pnaXX,Census Demographics,0.43,,,,,,,,,,0.4681209624566988,
Greater Mondawmin,pnaXX,Census Demographics,0.08,,,,,,,,,,0.22527354644925981,
Greater Roland Park/Poplar Hill,pnaXX,Census Demographics,0.17,,,,,,,,,,0.21689033482445436,
Greater Rosemont,pnaXX,Census Demographics,0.15,,,,,,,,,,0.22846461394672618,
Greenmount East,pnaXX,Census Demographics,0.12,,,,,,,,,,0.24437927663734116,
Hamilton,pnaXX,Census Demographics,0.28,,,,,,,,,,0.45377634210121515,
Harbor East/Little Italy,pnaXX,Census Demographics,,,,,,,,,,,0.6103199556130942,
Harford/Echodale,pnaXX,Census Demographics,0.2,,,,,,,,,,0.255359581922917,
Highlandtown,pnaXX,Census Demographics,1.52,,,,,,,,,,1.2827586206896553,
Howard Park/West Arlington,pnaXX,Census Demographics,0.24,,,,,,,,,,0.2943069989883197,
Inner Harbor/Federal Hill,pnaXX,Census Demographics,0.22,,,,,,,,,,0.21003500583430573,
Jonestown/Oldtown,pnaXX,Census Demographics,0.45000000000000007,,,,,,,,,,,
Lauraville,pnaXX,Census Demographics,0.4099999999999999,,,,,,,,,,0.34221461745294546,
Loch Raven,pnaXX,Census Demographics,0.11,,,,,,,,,,0.124093788779309,
Madison/East End,pnaXX,Census Demographics,0.3,,,,,,,,,,0.475517285695926,
Medfield/Hampden/Woodberry,pnaXX,Census Demographics,0.29,,,,,,,,,,0.3393144697492524,
Midtown*,pnaXX,Census Demographics,0.24,,,,,,,,,,0.2862849533954727,
Midway/Coldstream,pnaXX,Census Demographics,0.3,,,,,,,,,,0.30133000831255197,
Morrell Park/Violetville,pnaXX,Census Demographics,0.42,,,,,,,,,,0.6024096385542169,
Mt. Washington/Coldspring,pnaXX,Census Demographics,0.16,,,,,,,,,,0.2515479876160991,
North Baltimore/Guilford/Homeland,pnaXX,Census Demographics,0.14,,,,,,,,,,0.1488776912505726,
Northwood,pnaXX,Census Demographics,0.11,,,,,,,,,,0.1862644955837289,
Oldtown/Middle East,pnaXX,Census Demographics,,,,,,,,,,,0.13970661610617702,
Orangeville/East Highlandtown,pnaXX,Census Demographics,1.06,,,,,,,,,,1.0185083780527873,
Patterson Park North & East,pnaXX,Census Demographics,1.47,,,,,,,,,,1.5190047425939928,
Penn North/Reservoir Hill,pnaXX,Census Demographics,0.15,,,,,,,,,,0.3723624327678941,
Perkins/Middle East,pnaXX,Census Demographics,0.26,,,,,,,,,,,
Pimlico/Arlington/Hilltop,pnaXX,Census Demographics,0.22,,,,,,,,,,0.15233581584292485,
Poppleton/The Terraces/Hollins Market,pnaXX,Census Demographics,0.13,,,,,,,,,,0.2752654345261502,
Sandtown-Winchester/Harlem Park,pnaXX,Census Demographics,0.13,,,,,,,,,,0.13426423200859292,
South Baltimore,pnaXX,Census Demographics,0.17,,,,,,,,,,0.23415547923821417,
Southeastern,pnaXX,Census Demographics,1.15,,,,,,,,,,1.4217252396166133,
Southern Park Heights,pnaXX,Census Demographics,0.16,,,,,,,,,,0.37639265281541706,
Southwest Baltimore,pnaXX,Census Demographics,0.22,,,,,,,,,,0.5367626502655857,
The Waverlies,pnaXX,Census Demographics,0.29,,,,,,,,,,0.2966593576679995,
Upton/Druid Heights*,pnaXX,Census Demographics,0.15,,,,,,,,,,0.2707406691162251,
Washington Village,pnaXX,Census Demographics,0.37,,,,,,,,,,0.32709431219334906,
Westport/Mt. Winans/Lakeland,pnaXX,Census Demographics,0.29,,,,,,,,,,0.32307908414103104,
Baltimore City,pnaXX,Census Demographics,0.31,,,,,,,,,,0.3655624105217558,
Allendale/Irvington/S. Hilton,p2moreXX,Census Demographics,1.0,,,,,,,,,,1.5045939446260097,
Beechfield/Ten Hills/West Hills,p2moreXX,Census Demographics,0.9399999999999998,,,,,,,,,,1.9161774298760599,
Belair-Edison,p2moreXX,Census Demographics,1.15,,,,,,,,,,1.3263665594855305,
Brooklyn/Curtis Bay/Hawkins Point,p2moreXX,Census Demographics,2.02,,,,,,,,,,4.914694937864214,
Canton,p2moreXX,Census Demographics,1.8399999999999999,,,,,,,,,,1.6666666666666667,
Cedonia/Frankford,p2moreXX,Census Demographics,1.41,,,,,,,,,,2.1182663327248803,
Cherry Hill,p2moreXX,Census Demographics,0.48,,,,,,,,,,1.328944159960985,
Chinquapin Park/Belvedere,p2moreXX,Census Demographics,1.76,,,,,,,,,,2.0887055183084065,
Claremont/Armistead,p2moreXX,Census Demographics,1.19,,,,,,,,,,3.1952375167051392,
Clifton-Berea,p2moreXX,Census Demographics,0.5,,,,,,,,,,1.1646749037877253,
Cross-Country/Cheswolde,p2moreXX,Census Demographics,1.25,,,,,,,,,,1.3579868037440541,
Dickeyville/Franklintown,p2moreXX,Census Demographics,0.98,,,,,,,,,,1.097293343087052,
Dorchester/Ashburton,p2moreXX,Census Demographics,0.98,,,,,,,,,,0.9842185643984388,
Downtown/Seton Hill,p2moreXX,Census Demographics,1.59,,,,,,,,,,3.1492398386596334,
Edmondson Village,p2moreXX,Census Demographics,0.74,,,,,,,,,,1.3291139240506329,
Fells Point,p2moreXX,Census Demographics,2.46,,,,,,,,,,3.330014382121916,
Forest Park/Walbrook,p2moreXX,Census Demographics,0.96,,,,,,,,,,1.31993095745761,
Glen-Falstaff,p2moreXX,Census Demographics,1.66,,,,,,,,,,1.803674399892718,
Greater Charles Village/Barclay,p2moreXX,Census Demographics,2.45,,,,,,,,,,3.2883899701055457,
Greater Govans,p2moreXX,Census Demographics,1.0,,,,,,,,,,1.4792622413631682,
Greater Mondawmin,p2moreXX,Census Demographics,0.64,,,,,,,,,,1.2765500965458056,
Greater Roland Park/Poplar Hill,p2moreXX,Census Demographics,1.23,,,,,,,,,,2.2231259319506576,
Greater Rosemont,p2moreXX,Census Demographics,0.77,,,,,,,,,,1.5317513889610053,
Greenmount East,p2moreXX,Census Demographics,0.54,,,,,,,,,,1.2341153470185728,
Hamilton,p2moreXX,Census Demographics,1.19,,,,,,,,,,2.5226888171050605,
Harbor East/Little Italy,p2moreXX,Census Demographics,,,,,,,,,,,2.3857961901239135,
Harford/Echodale,p2moreXX,Census Demographics,1.6200000000000003,,,,,,,,,,2.1675871488805747,
Highlandtown,p2moreXX,Census Demographics,2.01,,,,,,,,,,3.393103448275862,
Howard Park/West Arlington,p2moreXX,Census Demographics,1.33,,,,,,,,,,1.4531408075048284,
Inner Harbor/Federal Hill,p2moreXX,Census Demographics,1.14,,,,,,,,,,1.7814080124465188,
Jonestown/Oldtown,p2moreXX,Census Demographics,1.16,,,,,,,,,,,
Lauraville,p2moreXX,Census Demographics,1.8399999999999999,,,,,,,,,,2.745864906705777,
Loch Raven,p2moreXX,Census Demographics,1.55,,,,,,,,,,1.717719286787277,
Madison/East End,p2moreXX,Census Demographics,0.78,,,,,,,,,,1.7349955018635135,
Medfield/Hampden/Woodberry,p2moreXX,Census Demographics,1.42,,,,,,,,,,2.6685070163331033,
Midtown*,p2moreXX,Census Demographics,1.52,,,,,,,,,,3.36884154460719,
Midway/Coldstream,p2moreXX,Census Demographics,0.96,,,,,,,,,,1.3923524522028263,
Morrell Park/Violetville,p2moreXX,Census Demographics,1.18,,,,,,,,,,2.8224007139669793,
Mt. Washington/Coldspring,p2moreXX,Census Demographics,1.69,,,,,,,,,,2.921826625386997,
North Baltimore/Guilford/Homeland,p2moreXX,Census Demographics,1.24,,,,,,,,,,2.2904260192395784,
Northwood,p2moreXX,Census Demographics,1.17,,,,,,,,,,1.8085681667968516,
Oldtown/Middle East,p2moreXX,Census Demographics,,,,,,,,,,,1.237401456940425,
Orangeville/East Highlandtown,p2moreXX,Census Demographics,4.24,,,,,,,,,,3.646917095608367,
Patterson Park North & East,p2moreXX,Census Demographics,1.87,,,,,,,,,,3.4435356381881914,
Penn North/Reservoir Hill,p2moreXX,Census Demographics,1.11,,,,,,,,,,2.0169631774927597,
